mom_1,mom_2,mom_3,mom_4,mom_5,mom_6,mom_7,mom_8,mom_9,mom_10,mom_11,mom_12,mom_13,mom_14,mom_15,mom_16,mom_17,mom_18,mom_19,mom_20,orig_size,skewness,kurtosis,SCV
1,2.404822011,10.20031076,124.3150118,19438.05963,6712548.469,2769598779.0,1306890000000.0,693782000000000.0,4.09e+17,2.66e+20,1.88e+23,1.4399999999999999e+26,1.19e+29,1.05e+32,9.94e+34,9.959999999999999e+37,1.06e+41,1.19e+44,1.4e+47,88,2.994379178,48.10818534,1.404822011
1,2.457306063,14.10911303,143.6587268,2000.057498,33719.81321,654198.5229,14238253.77,342307167.7,8993966509.0,256212000000.0,7863940000000.0,258732000000000.0,9085730000000000.0,3.39e+17,1.34e+19,5.62e+20,2.48e+22,1.15e+24,5.59e+25,88,4.966447658,46.5998975,1.457306063
1,2.229810128,9.064489769,59.03752999,532.9184794,5990.409068,80854.31976,2185289.742,645073416.5,442469000000.0,344703000000000.0,2.93e+17,2.7e+20,2.68e+23,2.8499999999999998e+26,3.24e+29,3.9e+32,4.98e+35,6.7e+38,9.509999999999999e+41,88,3.207944564,21.92390194,1.229810128
1,2.779282257,11.34633182,59.58351222,380.5820989,2860.787675,24766.06545,243574.2782,2709047.279,34478877.45,524858147.6,10414096605.0,290163000000.0,11018500000000.0,514633000000000.0,2.72e+16,1.57e+18,9.63e+19,6.26e+21,4.29e+23,88,2.11027527,8.804560999,1.779282257
1,4.948837548,47.57959408,633.9862668,10613.63759,213363.4067,5004496.82,134152202.7,4045650508.0,135562000000.0,4996630000000.0,200912000000000.0,8751820000000000.0,4.11e+17,2.06e+19,1.11e+21,6.3e+22,3.8e+24,2.42e+26,1.62e+28,88,4.426285402,30.16426115,3.948837548
1,3.15839602,15.34306065,93.15352877,667.829743,5656.958425,81807.11802,6562783.15,1324621916.0,319937000000.0,85345700000000.0,2.48e+16,7.83e+18,2.66e+21,9.68e+23,3.76e+26,1.55e+29,6.76e+31,3.12e+34,1.5099999999999999e+37,88,2.481193424,10.24576278,2.15839602
1,2.002076369,6.020169828,24.17861542,121.7152299,739.1439756,5308.86235,45683.72904,530835.7613,11550303.38,532889231.2,36975049990.0,3048220000000.0,277837000000000.0,2.74e+16,2.89e+18,3.24e+20,3.86e+22,4.84e+24,6.399999999999999e+26,88,2.007684433,9.072678747,1.002076369
1,2.003542508,7.208753046,39.46686171,283.1917584,2437.499464,24063.70693,266722.5272,3294412.171,45522890.13,715411860.0,13187355057.0,302890000000.0,10777800000000.0,977942000000000.0,1.97e+17,5.19e+19,1.5e+22,4.57e+24,1.4700000000000003e+27,88,3.181206389,19.51459844,1.003542508
1,2.523533686,14.9347661,151.6475091,2080.188258,34890.72761,685654.9512,15413477.66,389885824.1,10958497880.0,338814000000.0,11427800000000.0,417564000000000.0,1.64e+16,6.93e+17,3.12e+19,1.49e+21,7.53e+22,4.02e+24,2.26e+26,88,4.97955998,44.82667104,1.523533686
1,2.286607606,7.904698006,35.99789755,202.1447759,1346.999528,10386.26321,91011.32055,893869.6544,9732044.655,116405480.5,1518461735.0,21482803575.0,328687000000.0,5451610000000.0,99421000000000.0,2071140000000000.0,5.29e+16,1.78e+18,7.87e+19,88,2.086413209,9.12113322,1.286607606
1,2.230375981,7.052789442,28.17884681,136.1452954,774.9173098,5100.611743,38398.79291,332852.7277,3535452.178,55202111.1,1513784927.0,64263339902.0,3385660000000.0,200256000000000.0,1.29e+16,9.13e+17,7.07e+19,6.09e+21,5.91e+23,88,1.730457283,6.836949154,1.230375981
1,2.064454588,7.776990967,67.85933521,1309.276949,37279.4684,1275309.011,49449940.01,2130804305.0,100937000000.0,5214120000000.0,291758000000000.0,1.76e+16,1.14e+18,7.82e+19,5.73e+21,4.44e+23,3.64e+25,3.1400000000000004e+27,2.85e+29,88,3.263113026,40.71977959,1.064454588
1,2.250852152,8.962353915,56.61808073,513.2660296,6102.757868,89181.44972,1535925.233,31118553.21,6601400942.0,49132600000000.0,4.44e+17,4.35e+21,4.59e+25,5.18e+29,6.25e+33,8e+37,1.08e+42,1.5500000000000001e+46,2.34e+50,88,3.009208164,19.98795617,1.250852152
1,2.362970875,8.47382691,39.7301261,227.7721741,1541.802689,12115.29006,110469.629,1197812.172,16460509.52,313610652.0,8552715116.0,309921000000.0,13483700000000.0,659801000000000.0,3.52e+16,2.01e+18,1.22e+20,7.84e+21,5.3e+23,88,2.127246471,9.157958169,1.362970875
1,2.519593297,8.834889504,38.22462485,196.1659544,1234.199734,29746.0142,7643122.297,2954788619.0,1278760000000.0,608857000000000.0,3.16e+17,1.78e+20,1.08e+23,6.999999999999999e+25,4.8500000000000005e+28,3.5699999999999997e+31,2.78e+34,2.29e+37,1.98e+40,88,1.748909634,6.496995443,1.519593297
1,2.25679715,10.03456997,104.3654525,2361.582576,79719.04417,3246556.509,149056666.6,7543237283.0,416581000000.0,24961600000000.0,1616910000000000.0,1.13e+17,8.52e+18,6.93e+20,6.11e+22,5.88e+24,6.2e+26,7.21e+28,9.259999999999999e+30,88,3.736223332,47.33529966,1.25679715
1,2.400420896,9.319848459,77.91689731,1824.300652,75033.42544,3888970.035,233136522.2,15752106815.0,1182920000000.0,97720800000000.0,8806680000000000.0,8.6e+17,9.04e+19,1.02e+22,1.22e+24,1.56e+26,2.1100000000000002e+28,3.01e+30,4.53e+32,88,2.485193684,26.53507772,1.400420896
1,3.67151423,29.73848629,378.5197657,6691.273274,160039.1244,5140325.815,214897053.8,11083072502.0,669733000000.0,45724300000000.0,3448210000000000.0,2.83e+17,2.51e+19,2.39e+21,2.43e+23,2.62e+25,2.99e+27,3.62e+29,4.719999999999999e+31,88,4.746092127,39.03535988,2.67151423
1,2.234665121,10.05490998,89.25645002,1291.847471,24982.28092,582859.1263,15690285.05,476428158.5,16085569464.0,597523000000.0,24215000000000.0,1063120000000000.0,5.03e+16,2.55e+18,1.38e+20,7.9e+21,4.8e+23,3.0799999999999998e+25,2.0800000000000003e+27,88,3.900356027,38.99559193,1.234665121
1,2.057508367,6.429065841,27.09113705,147.0019383,1031.332165,9751.160752,128597.1621,2298043.336,51494527.04,1348818368.0,39572735814.0,1271200000000.0,44155500000000.0,1645760000000000.0,6.55e+16,2.77e+18,1.24e+20,5.85e+21,2.91e+23,88,2.074996939,9.585705398,1.057508367
1,2.113710894,7.411414194,42.45817342,419.8076176,6796.931281,153412.0792,4253307.879,136016897.4,4872814196.0,192538000000.0,8306450000000.0,388328000000000.0,1.96e+16,1.05e+18,6.07e+19,3.71e+21,2.4e+23,1.6399999999999998e+25,1.18e+27,88,2.612278619,18.13580566,1.113710894
1,2.461192581,9.31488659,49.23413799,383.7772996,5203.644005,125667.6579,4384102.621,186306832.4,8991672674.0,480061000000.0,28000300000000.0,1769900000000000.0,1.2e+17,8.79e+18,6.84e+20,5.65e+22,4.95e+24,4.57e+26,4.450000000000001e+28,88,2.225747919,11.11982002,1.461192581
1,4.242036023,27.15375263,231.7573184,2472.560288,31654.94449,472806.0356,8070796.823,154989522.2,3307088026.0,77621468631.0,1987500000000.0,55130700000000.0,1646890000000000.0,5.27e+16,1.8e+18,6.53e+19,2.51e+21,1.02e+23,4.34e+24,88,2.81415843,13.85190068,3.242036023
1,2.399519855,8.780120833,41.834172,243.6166657,1692.838699,14460.07524,191546.6569,6295657.554,427325079.5,37726484454.0,3738580000000.0,403283000000000.0,4.69e+16,5.87e+18,7.91e+20,1.17e+23,2.04e+25,4.8000000000000005e+27,1.6999999999999998e+30,88,2.163235435,9.246549379,1.399519855
1,2.824321464,15.33008243,186.7976689,5125.949433,219386.2044,11685317.73,720610826.5,50118134109.0,3874820000000.0,329565000000000.0,3.06e+16,3.07e+18,3.33e+20,3.86e+22,4.77e+24,6.28e+26,8.73e+28,1.28e+31,1.98e+33,88,3.594515665,41.8921377,1.824321464
1,2.351271067,8.625093742,42.80408981,272.6940577,2288.505027,28722.61703,605763.9456,19460102.14,794013480.9,37196432452.0,1924030000000.0,108169000000000.0,6554720000000000.0,4.26e+17,2.95e+19,2.17e+21,1.69e+23,1.3899999999999999e+25,1.2000000000000001e+27,88,2.273580053,10.63091359,1.351271067
1,3.087797029,18.20313476,156.7544488,1939.023561,56926.48917,7173713.538,1971923870.0,734651000000.0,323502000000000.0,1.6e+17,8.7e+19,5.13e+22,3.2699999999999996e+25,2.23e+28,1.62e+31,1.25e+34,1.02e+37,8.909999999999999e+39,8.43e+42,88,3.62639188,22.8196961,2.087797029
1,2.077420508,7.473865064,38.18782248,248.1038316,1941.203179,17732.35444,185243.3203,2181709.306,28753429.78,426485687.2,7394472154.0,165614000000.0,5448040000000.0,263016000000000.0,1.63e+16,1.15e+18,9.45e+19,6.44e+22,5.23e+26,88,2.898558308,15.29664941,1.077420508
1,2.035967399,7.95826007,191.6008726,20199.59992,2962216.201,511705480.4,101104000000.0,22475600000000.0,5551620000000000.0,1.51e+18,4.47e+20,1.44e+23,5.019999999999999e+25,1.9300000000000001e+28,9.07e+30,6.71e+33,9.23e+36,1.85e+40,4.32e+43,88,3.651589623,157.4535566,1.035967399
1,2.067548089,7.004217099,36.33191801,271.5421343,2708.784471,33593.45674,492115.5004,8240366.044,154453250.9,3195275862.0,72222702011.0,1769710000000.0,46714400000000.0,1321370000000000.0,3.99e+16,1.28e+18,4.34e+19,1.55e+21,5.87e+22,88,2.539924144,15.54880834,1.067548089
1,2.037899329,6.572232725,34.68721222,745.0880125,149299.0866,54905062.37,23874076958.0,11720500000000.0,6397520000000000.0,3.84e+18,2.52e+21,1.79e+24,1.37e+27,1.12e+30,9.77e+32,9.07e+35,8.910000000000001e+38,9.239999999999999e+41,1.01e+45,88,2.325109989,16.36196095,1.037899329
1,2.443662476,13.7213897,166.8862595,3376.102354,95649.47301,3635586.866,183947286.7,12090068170.0,987463000000.0,95701300000000.0,1.06e+16,1.32e+18,1.89e+20,3.86e+22,1.8899999999999998e+25,1.9300000000000001e+28,2.4999999999999997e+31,3.5e+34,5.19e+37,88,4.837091254,59.33450204,1.443662476
1,2.447922718,8.195028295,33.91716047,166.7035495,949.2903424,6153.505353,44795.78565,362264.6693,3225425.658,31377689.11,331354071.2,3776887096.0,46235802456.0,605210000000.0,8437340000000.0,124837000000000.0,1954060000000000.0,3.23e+16,5.61e+17,88,1.636510399,6.117197585,1.447922718
1,3.848261487,22.82360007,180.6189443,1786.729664,21209.74159,293736.9721,4649152.394,82783058.96,1637821804.0,35643842154.0,846235000000.0,21765000000000.0,602855000000000.0,1.79e+16,5.66e+17,1.9e+19,6.78e+20,2.55e+22,1.01e+24,88,2.762419008,13.48694631,2.848261487
1,2.988469578,19.64247801,214.9201886,3331.1141,66734.82005,1627579.766,46416877.83,1506883465.0,54676521565.0,2188650000000.0,95710000000000.0,4537370000000000.0,2.32e+17,1.27e+19,7.47e+20,4.99e+22,5.67e+24,2.0900000000000003e+27,1.41e+30,88,4.521061734,38.2601576,1.988469578
1,2.4049716,12.74918602,109.9836052,1269.798145,18562.95385,348972.394,8982396.932,345655867.5,20668609333.0,1782250000000.0,195911000000000.0,2.51e+16,3.57e+18,5.51e+20,9.12e+22,1.6099999999999998e+25,3.0000000000000003e+27,5.92e+29,1.23e+32,88,4.524180583,35.67307277,1.4049716
1,2.11305502,7.575013831,42.83583537,355.9880638,3965.173033,54509.61914,875109.4214,15877852.28,319307913.3,7029795316.0,167977000000.0,4328160000000.0,119626000000000.0,3531030000000000.0,1.11e+17,3.69e+18,1.3e+20,4.83e+21,1.9e+23,88,2.755581547,17.93063443,1.11305502
1,2.674957324,18.15612677,218.236059,3535.961801,69782.88061,1611041.677,42531644.5,1263760337.0,41762404410.0,1521570000000.0,60813000000000.0,2668210000000000.0,1.3e+17,7.25e+18,4.88e+20,4.18e+22,4.58e+24,6.08e+26,9.18e+28,88,5.596288632,56.55402305,1.674957324
1,4.970874117,172.9697863,14701.9472,1725388.129,247780380.9,41728395237.0,8043640000000.0,1745140000000000.0,4.21e+17,1.12e+20,3.23e+22,1.0099999999999999e+25,3.4200000000000005e+27,1.24e+30,4.77e+32,1.95e+35,8.479999999999999e+37,3.88e+40,1.87e+43,88,20.22767365,890.2228957,3.970874117
1,2.856850577,25.02539991,521.0339305,16164.18715,622272.4297,28255278.51,1481293378.0,88329022897.0,5913900000000.0,439447000000000.0,3.59e+16,3.19e+18,3.06e+20,3.15e+22,3.47e+24,4.1e+26,5.4800000000000005e+28,1.04e+31,4.14e+33,88,7.293652056,126.1852674,1.856850577
1,3.594568814,116.7639843,13549.16958,2740082.67,925974052.0,469609000000.0,307304000000000.0,2.37e+17,2.05e+20,1.97e+23,2.06e+26,2.34e+29,2.87e+32,3.76e+35,5.26e+38,7.81e+41,1.23e+45,2.04e+48,3.5599999999999995e+51,88,25.83727157,1946.092532,2.594568814
1,2.484300603,18.13645789,1281.470615,420021.2817,188951348.4,99887866995.0,60371800000000.0,4.11e+16,3.1e+19,2.58e+22,2.34e+25,2.3000000000000003e+28,2.4299999999999996e+31,2.7500000000000003e+34,3.33e+37,4.27e+40,5.81e+43,8.340000000000001e+46,1.26e+50,88,7.013878486,554.1300137,1.484300603
1,4.932112001,70.87951634,2114.40437,97191.84443,5728468.4,400847250.7,32195493739.0,2912220000000.0,292767000000000.0,3.24e+16,3.91e+18,5.11e+20,7.19e+22,1.08e+25,1.74e+27,2.98e+29,5.389999999999999e+31,1.03e+34,2.0699999999999998e+36,88,7.449233173,120.1357178,3.932112001
1,2.764994013,38.87476238,1607.968559,91248.88964,6155112.768,478545409.3,42203159468.0,4180270000000.0,464664000000000.0,5.93e+16,9.42e+18,2.19e+21,8.15e+23,4.25e+26,2.64e+29,1.81e+32,1.33e+35,1.04e+38,8.58e+40,88,13.89419203,470.6142956,1.764994013
1,3.024159458,27.06723232,466.2088401,10977.35341,315117.6352,10580744.09,406273732.9,17559563078.0,843981000000.0,44678800000000.0,2585090000000000.0,1.62e+17,1.1e+19,8.08e+20,6.36e+22,5.37e+24,4.88e+26,4.76e+28,5.0099999999999995e+30,88,6.943029025,91.05801735,2.024159458
